Created,Name:: Name & Surname,Company Name:,Company Registration Number:,Industry,Province,Location of Head Office (address),Funding Ask (Amount):,City/Town,Type of Funding,Funding Requirements (what is the funding required for).,Annual Revenue Range 2023,Annual Revenue Range 2024,Actual Revenue 2025,Company Overview ,Existing number of employees ,Increase of jobs anticipated through the capital access,Number of Shareholders,What percentage of your business is owned by individuals aged 18 to 35? (Please select one),What percentage of your business is owned by women? (Please select one),What percentage of your business is under Black ownership? ,BEE Level,Area,What percentage of your business is owned by individuals living with a disability? (Please select one),Contact person Name and Surname,Email address:,Contact number:
2025-09-14 16:51:06,Nosipho Coetzee,Riverstone Group Group ,2011/261938/07,Entertainment and Media,Gauteng,"3103 Church Avenue, Pretoria",1850000________,Pretoria,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,R1 000 001 to R5M,0______________,We supply and install security systems and CCTV. ,33.0,5.0,3,1–24%,100%,100%,Level 1,Urban,0%,Nosipho Coetzee,nosiphocoetzee@yahoo.com,+27 69 979 0063
2025-08-30 19:15:55,Willem Tshabalala ,SIZANI LOGISTICS PTY LTD,2023/298137/07 ,Information & Communication Technology,KZN,"2381 Commissioner Crescent, Emalahleni",10000__________,Emalahleni,Purchase Order Funding,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,35853__________,Logistics company transporting goods between major metros. ,6.0,7.0,2,100%,100%,100%,Level 1,Township,0%,Willem Tshabalala,willemtshabalala@gmail.com,0687869353
2025-09-08 20:59:03,Sanele Zulu,Zulu Technologies,2022/742515/07,Mining,Limpopo,"273 Kruger Drive, Richards Bay",420000_________,Richards Bay,Other (Please specify),To upgrade our machinery and improve turnaround times.,0 to R500K,R501K to R1M,699131_________,We design and sew corporate uniforms and protective clothing.,7.0,2.0,Sanele Zulu,100%,0%,100%,Level 1,Urban,0%,Sanele Zulu,sanelezulu@outlook.com,+27865944061
2025-09-20 22:27:36,Ntombi Coetzee,Coetzee Foods,2008/857249/07,Transportation and Logistics,Mpumalanga,"3079 Commissioner Avenue, Mthatha",11030000_______,Mthatha,Working Capital,"Marketing, customer acquisition and website development ",0 to R500K,R1 000 001 to R5M,0______________,We provide ICT support and cloud services to small businesses in the province.,10.0,31.0,6,1–24%,1–24%,100%,Level 1,Rural,0%,Ntombi Coetzee,ntombicoetzee@gmail.com,+27691971478
2025-08-11 23:57:52,Deepak Wyk,Wyk Group,2014/484509/07,Manufacturing,Gauteng,"2964 Mandela Way, Sandton",1240000________,Sandton,Debt;Working Capital,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,R501K to R1M,829327_________,Commercial cleaning and hygiene services for offices and factories ,12.0,1.0,5,100%,0%,100%,Level 1,Urban,0%,Deepak Wyk,deepakwyk@gmail.com,+27 64 390 0606
2025-09-04 19:56:32,Nosipho Naidoo,Sizani Holdings,2008/620014/07,Information & Communication Technology,Limpopo,"941 Long Way, Uitenhage",250000_________,Uitenhage,Debt & Equity;Working Capital,To upgrade our machinery and improve turnaround times.,0 to R500K,0 to R500K,159____________,We run a driving school and provide learner licence training.,9.0,4.0,1,0%,100%,100%,Level 1,Urban,0%,Nosipho Naidoo,nosiphonaidoo@gmail.com,+27888315500
2025-07-17 06:25:56,Jaco Venter ,Northstar Investments,2024/592057/07,Retail & Wholesale,Limpopo,"1493 Marula Avenue, Benoni",1240000________,Benoni ,Other (Please specify),Operational funding ,0 to R500K,R1 000 001 to R5M,4117385________,Solar installation business serving residential and small commercial clients ,13.0,4.0,2,0%,100%,100%,Level 8,Township,1–24%,Jaco Venter,jacoventer@icloud.com,+27793124361
2025-07-19 11:40:54,Elmarie Mabaso ,Mabaso Services Pty Ltd,2017/827132/07,Healthcare & Biotechnology,Gauteng,"496 Buitenkant Avenue, GIYANI",10000__________,GIYANI ,Purchase Order Funding,Stock purchase and general operational funding ,0 to R500K,0 to R500K,3667___________,,3.0,5.0,2,0%,25–49%,100%,Level 1,Township,0%,Elmarie Mabaso,elmariemabaso777@yahoo.com,+27799992389
2025-08-23 04:57:51,Marlize Pretorius,Pretorius Engineering Pty Ltd,Pretorius Engineering Pty Ltd,Financial Services,Gauteng,"2996 Jan Smuts Avenue, Upington ",7920000________,Upington,Working Capital;Other (Please specify),To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,0______________,We provide ICT support and cloud services to small businesses in the province.,5.0,6.0,100%,100%,100%,100%,Level 1,Urban,0%,Marlize Pretorius,marlizepretorius@mweb.co.za,+27671812934
2025-07-12 20:02:04,Mpho Singh,CATALYST SERVICES ,2010/794968/07 ,Waste Management,Limpopo,"1369 Loop Way, Roodepoort ",1190000________,Roodepoort,Working Capital,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,R501K to R1M,396299_________,We manufacture and supply steel components to construction contractors.,2.0,4.0,3,0%,0%,1–24%,Level 1,Urban,0%,Mpho Singh,mphosingh@icloud.com,+27825604196
2025-08-16 09:33:16,Ntombi Abrahams,Apex Civils CC ,2024/355601/07,Retail & Wholesale,Western Cape,"1835 Aloe Crescent, Mbombela",20410000_______,Mbombela,Working Capital,Working capital to fulfil confirmed purchase orders,R1 000 001 to R5M,R501K to R1M,569530_________,We design and sew corporate uniforms and protective clothing.,2.0,18.0,3,100%,0%,100%,Level 1,Rural,0%,Ntombi Abrahams,ntombiabrahams22@mweb.co.za,+27656048452
2025-08-10 17:52:15,Yolandi Du,Du Civils CC,2008/262029/07,Retail & Wholesale,North West,"3018 Jakaranda Way, Klerksdorp",1460000________,Klerksdorp,Working Capital;Other (Please specify),Expansion into a second branch and hiring of staff ,0 to R500K,R1 000 001 to R5M,974794_________,We supply and install security systems and CCTV. ,3.0,4.0,1,50–74%,100%,100%,Level 1,Urban,0%,yolandi du,yolandidu622@webmail.co.za,0842562031
2025-07-17 15:39:38,Tshepo Mnisi,Mnisi Holdings CC,2013/824611/07,,Gauteng,"533 Loop Crescent, Springs",570000_________,Springs,Equity,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,283243_________,A family-run bakery supplying schools and local retailers. ,,2.0,6,0%,50–74%,100%,Level 1,Township,0%,Tshepo Mnisi,tshepomnisi@mweb.co.za,+27737349143
2025-09-12 15:21:28,Hendrik Daniels ,Umlambo Group CC ,2025/533163/07,Hospitality,Eastern Cape,"178 Church Street, Polokwane",20650000_______,Polokwane,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,R501K to R1M,546011_________,Catering and events business servicing corporate functions.,6.0,3.0,2,50–74%,0%,100%,Level 2,Urban,0%,Hendrik Daniels,hendrikdaniels807@gmail.com,+27 79 402 5478
2025-08-28 05:39:37,Priya Adams,Northstar Consulting Pty Ltd,2015/947927/07,Tourism,Limpopo,"2399 Marula Street, Soweto",7220000________,Soweto ,Working Capital,Operational funding ,0 to R500K,0 to R500K,276235_________,Solar installation business serving residential and small commercial clients ,2.0,4.0,4,0%,Male,100%,Level 5,Township,0%,Priya Adams,priyaadams@outlook.com,+27871463916
2025-09-23 09:25:50,Kagiso Ngcobo ,Copper Leaf Manufacturing (Pty) Ltd,2010/705508/07,Agriculture - Secondary ,KZN,"2564 Commissioner Lane, Pietermaritzburg",23880000_______,Pietermaritzburg,Working Capital,Stock purchase and general operational funding ,R1 000 001 to R5M,R5 000 001 to R10M,7958961________,We grow and pack vegetables for regional wholesalers and retailers.,12.0,25.0,3,25–49%,100%,100%,Level 1,Township,0%,Kagiso Ngcobo,kagisongcobo@gmail.com,+27776486740
2025-09-23 02:30:29,Aisha Maharaj,Blackwood Transport Pty Ltd,2014/675216/07,Engineering & Construction,Western Cape,"372 Kingfisher Way, Witbank",960000_________,Witbank,Debt & Equity;Working Capital,Working capital to fulfil confirmed purchase orders,R1 000 001 to R5M,R1 000 001 to R5M,1925140________,A family-run bakery supplying schools and local retailers. ,13.0,13.0,3,100%,50–74%,0%,Level 1,Rural,0%,Aisha Maharaj,aishamaharaj129@mweb.co.za,+27834734445
2025-06-29 20:50:29,Suzette Motaung,Motaung Manufacturing ,201849694307 ,Agriculture - Primary ,Gauteng,"1665 Commissioner Street, Pretoria",270000_________,Pretoria,Purchase Order Funding;Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,54146__________,Solar installation business serving residential and small commercial clients ,1.0,4.0,5,100%,50–74%,100%,Level 1,Township,0%,Suzette Motaung,SUZETTEMOTAUNG976@WEBMAIL.CO.ZA,+27 85 853 3234
2025-09-23 04:44:56,Hendrik Molefe ,Molefe Enterprises CC,2014/117936/07,Manufacturing,Western Cape,"2861 Long Way, Soweto",250000_________,Soweto,Working Capital,To increase production and take on larger supply contracts ,0 to R500K,0 to R500K,0______________,Independent pharmacy and primary healthcare clinic serving a rural community,1.0,1.0,3,100%,50–74%,100%,Level 1,Urban,0%,hendrik molefe,hendrikmolefe620@gmail.com,+27611672514
2025-09-22 04:00:30,Bongani Isaacs,Isaacs Trading ,2020/760858/07,Manufacturing,Gauteng,"3116 Loop Way, potchefstroom ",6510000________,potchefstroom,Purchase Order Funding,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,411834_________,We design and sew corporate uniforms and protective clothing.,,10.0,1,0%,1–24%,75–99%,Level 1,Urban,0%,Bongani Isaacs,bonganiisaacs@icloud.com,+27642865921
2025-08-21 06:41:25,Yolandi Sibeko ,Lesedi Consulting ,2011/218176/07,NPO & NPC,Western Cape,"1759 Jakaranda Drive, Tembisa ",1010000________,Tembisa ,Debt & Equity,"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,0 to R500K,43130__________,Independent pharmacy and primary healthcare clinic serving a rural community,16.0,0.0,2,50–74%,100%,100%,Level 1,Township,0%,Yolandi Sibeko,yolandisibeko@mweb.co.za,+27644658065
2025-07-16 13:34:46,Katlego Naidoo,Naidoo Group (Pty) Ltd ,2016/641387/07,Hospitality,Western Cape,"2491 Marula Avenue, Polokwane",200000_________,Polokwane,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,196727_________,We run a driving school and provide learner licence training.,6.0,2.0,2,100%,0%,100%,Level 4,Township,0%,katlego naidoo,katlegonaidoo@gmail.com,+27 65 650 0532
2025-08-21 14:04:19,Mandla Dlamini,DLAMINI TRADING GROUP,2014 / 386630 / 07,Financial Services,Gauteng,"1967 Voortrekker Avenue, Tzaneen",250000_________,Tzaneen ,Working Capital;Other (Please specify),"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,514____________,,2.0,0.0,4,100%,0%,100%,Level 8,Urban,0%,Mandla Dlamini,mandladlamini365@gmail.com,+27871914807
2025-08-14 16:58:03,Ruan Mokoena,Sunrise Enterprises Group ,2015/691593/07,Education,Western Cape,"2036 Pretorius Drive, NEWCASTLE ",1170000________,NEWCASTLE,Debt & Equity,To increase production and take on larger supply contracts ,0 to R500K,R501K to R1M,587183_________,We design and sew corporate uniforms and protective clothing.,15.0,4.0,10,0%,0%,100%,Level 1,Rural,0%,Ruan Mokoena,ruanmokoena@webmail.co.za,+27833931362
2025-06-26 23:14:29,Bongani Govender,Govender Trading (Pty) Ltd,2025/237562/07,Waste Management,Limpopo,"1783 Acacia Crescent, Vereeniging",530000_________,Vereeniging,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,R501K to R1M,531230_________,Commercial cleaning and hygiene services for offices and factories ,20.0,5.0,5,50–74%,50–74%,100%,Level 1,Rural,0%,Bongani Govender,bonganigovender@icloud.com,+27770151063
2025-09-23 17:07:45,Tariq Ramaphakela,Sondela Civils (Pty) Ltd,,,Eastern Cape,"898 Voortrekker Way, Richards Bay",430000_________,Richards Bay,,To upgrade our machinery and improve turnaround times.,0 to R500K,R501K to R1M,533357_________,We provide ICT support and cloud services to small businesses in the province.,,7.0,3,0%,0%,100%,Level 1,Township,0%,Tariq Ramaphakela,tariqramaphakela@webmail.co.za,+27 65 826 6695
2025-08-09 11:09:29,Hendrik Ngcobo ,Ngcobo Civils,2024/887509/07 ,Information & Communication Technology,Western Cape,"1808 Mandela Way, Cape Town",230000_________,Cape Town,Working Capital,Working capital to fulfil confirmed purchase orders,0 to R500K,0 to R500K,228274_________,Logistics company transporting goods between major metros. ,6.0,3.0,1,0%,0%,100%,Level 1,Township,0%,Hendrik Ngcobo,hendrikngcobo@webmail.co.za,077 808 6301
2025-07-21 10:08:33,Nokuthula Mahlangu,Pioneer Manufacturing,2015/676270/07,Healthcare & Biotechnology,Gauteng,"492 Jan Smuts Crescent, Port Elizabeth",14460000_______,Port Elizabeth ,Working Capital,"Funding is required for equipment, training and certification.",R501K to R1M,R501K to R1M,0______________,A tourism operator offering guided township and heritage tours,2.0,,4,0%,25–49%,100%,Level 1,Urban,0%,Nokuthula Mahlangu,nokuthulamahlangu511@icloud.com,+27656457561
2025-07-04 11:09:54,Deon Mkhize ,Ubuntu Trading (Pty) Ltd,2025/954466/07,Information & Communication Technology,Western Cape,"2800 Aloe Lane, Paarl",1880000________,Paarl,Working Capital,Stock purchase and general operational funding ,0 to R500K,R501K to R1M,0______________,Solar installation business serving residential and small commercial clients ,4.0,4.0,6,100%,50–74%,100%,Level 1,Rural,0%,deon mkhize,deonmkhize@mweb.co.za,+27793065044
2025-06-27 12:42:59,Tumelo Mahlangu,Sunrise Enterprises Group ,2019/912857/07,Manufacturing,Gauteng,"224 Biko Drive, Soweto",25_0000________,Soweto,Purchase Order Funding,Stock purchase and general operational funding ,0 to R500K,0 to R500K,10058__________,We manufacture and supply steel components to construction contractors.,6.0,2.0,1,100%,100%,100%,Level 1,Rural,0%,tumelo mahlangu,tumelomahlangu@outlook.com,+27 67 186 5695
2025-09-13 23:11:30,Amahle Rakoma,Copper Leaf Transport (Pty) Ltd,2015/158067/07,Business Services (Agency & Consultancy),Gauteng,"1666 Jakaranda Street, Welkom",15570000_______,,Working Capital,To buy additional equipment and expand production capacity,R501K to R1M,R1 000 001 to R5M,3114673________,Commercial cleaning and hygiene services for offices and factories ,5.0,14.0,1,0%,1–24%,100%,Level 1,Township,0%,Amahle Rakoma,amahlerakoma967@outlook.com,+27846197874
2025-07-24 16:41:58,Zodwa Moodley,Moodley Consulting CC ,,Information & Communication Technology,Western Cape,"2546 Kingfisher Street, Springs",310000_________,Springs,Debt & Equity,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,20662__________,Independent pharmacy and primary healthcare clinic serving a rural community,4.0,2.0,4,100%,25–49%,100%,Level 1,Urban,0%,Zodwa Moodley,zodwamoodley949@gmail.com,+27778811860
2025-07-22 09:26:17,Sizwe Molefe,Vantage Trading,2014/244590/07,Financial Services,Free State,"2082 Loop Crescent, UPINGTON ",40000__________,UPINGTON,Working Capital,Stock purchase and general operational funding ,0 to R500K,0 to R500K,141915_________,Independent pharmacy and primary healthcare clinic serving a rural community,3.0,2.0,6,100%,0%,50–74%,Level 2,Township,0%,Sizwe Molefe,SIZWEMOLEFE@GMAIL.COM,+27743884882
2025-08-24 23:19:41,Tariq Zwane,Zwane Agri (Pty) Ltd,2015/609901/07,Entertainment and Media,Gauteng,"2873 Acacia Lane, Gqeberha",350000_________,Gqeberha,Working Capital,To buy additional equipment and expand production capacity,0 to R500K,R501K to R1M,435518_________,We provide ICT support and cloud services to small businesses in the province.,8.0,3.0,1,25–49%,0%,100%,Level 1,Township,0%,Tariq Zwane,tariqzwane@gmail.com,+27664344761
2025-08-15 11:08:07,Johan Cele,Blue Crane Manufacturing ,2019/907461/07,Transportation and Logistics,Western Cape,"1820 Acacia Avenue, Mokopane",2800000________,Mokopane ,Equity;Debt & Equity;Working Capital,Expansion into a second branch and hiring of staff ,0 to R500K,0 to R500K,185646_________,We run a driving school and provide learner licence training.,2.0,5.0,1,0%,100%,100%,Level 1,Township,0%,johan cele,johancele@outlook.com,+27756209171
2025-07-08 22:30:10,Ashraf Molefe,Molefe Construction,2010/294808/07,Agriculture - Secondary ,Western Cape,"3021 Commissioner Avenue, Vereeniging",170000_________,Vereeniging,Purchase Order Funding;Working Capital,To grow the business ,0 to R500K,0 to R500K,83546__________,We grow and pack vegetables for regional wholesalers and retailers.,7.0,3.0,3,0%,50–74%,100%,Level 1,Urban,0%,Ashraf Molefe,ashrafmolefe@gmail.com,+27786440492
2025-09-06 03:30:00,Priya Govender,Sizani Engineering Group,2023/257241/07,NPO & NPC,Gauteng,"2872 Acacia Crescent, Potchefstroom",250000_________,Potchefstroom,Other (Please specify),Operational funding ,0 to R500K,0 to R500K,198____________,We supply and install security systems and CCTV. ,,1.0,2,0%,0%,100%,Level 1,Rural,0%,priya govender,priyagovender977@webmail.co.za,081 351 8965
2025-08-10 20:11:33,Themba Wyk,Bright Path Investments Pty Ltd,2021/804309/07,Information & Communication Technology,Western Cape,"1455 Aloe Lane, Springs",250000_________,Springs,Working Capital,Operational funding ,0 to R500K,0 to R500K,2876___________,We recycle plastic waste and sell processed pellets to manufacturers.,9.0,2.0,1,1–24%,100%,100%,Level 1,Urban,0%,Themba Wyk,thembawyk@icloud.com,+27 62 307 4410
2025-07-19 12:05:14,Kavitha Fortuin,Fynbos Holdings,2009/781423/07,Agriculture - Primary ,Eastern Cape,"3050 Acacia Road, Durban",2730000________,Durban ,Other (Please specify),To buy additional equipment and expand production capacity,0 to R500K,R501K to R1M,909242_________,We manufacture and supply steel components to construction contractors.,24.0,7.0,2,100%,50–74%,100%,Level 1,Urban,0%,kavitha fortuin,kavithafortuin@gmail.com,0777378590
2025-07-16 04:56:40,Jaco Maharaj,Umlambo Media Pty Ltd,2016/687991/07,Education,Western Cape,"1992 Buitenkant Street, centurion",30000__________,centurion,Purchase Order Funding;Working Capital,To increase production and take on larger supply contracts ,0 to R500K,0 to R500K,42856__________,A family-run bakery supplying schools and local retailers. ,5.0,3.0,4,25–49%,0%,100%,Level 1,Township,0%,jaco maharaj,jacomaharaj@icloud.com,+27833017788
2025-07-04 08:41:34,Sanele Mashaba,Mashaba Consulting Pty Ltd ,2009/256864/07,Mining,Gauteng,"2191 Buitenkant Way, Gqeberha ",830000_________,Gqeberha,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,138305_________,Independent pharmacy and primary healthcare clinic serving a rural community,3.0,2.0,2,100%,100%,100%,Level 1,Rural,0%,Sanele Mashaba,SANELEMASHABA893@GMAIL.COM,+27727964632
